,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
7080,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,North Carolina,28205.0,South,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,472.518
7081,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,North Carolina,28205.0,South,TEC-AC-10002049,Technology,Accessories,Plantronics Savi W720 Multi-Device Wireless Headset System,1012.68
7082,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Charlotte,North Carolina,28205.0,South,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,17.22
7083,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Concord,California,94521.0,West,OFF-AR-10003469,Office Supplies,Art,Nontoxic Chalk,3.52
7084,Second Class,AR-10825,Anthony Rawles,Corporate,United States,Concord,California,94521.0,West,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,1626.192
7085,First Class,AH-10075,Adam Hart,Corporate,United States,Chester,Pennsylvania,19013.0,East,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,8.595
7086,First Class,AH-10075,Adam Hart,Corporate,United States,Chester,Pennsylvania,19013.0,East,OFF-SU-10000157,Office Supplies,Supplies,Compact Automatic Electric Letter Opener,190.896
7087,Second Class,GA-14515,George Ashbrook,Consumer,United States,Los Angeles,California,90004.0,West,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87
7088,Second Class,JF-15415,Jennifer Ferguson,Consumer,United States,Sparks,Nevada,89431.0,West,OFF-AR-10001955,Office Supplies,Art,Newell 319,79.36
7089,Second Class,KH-16690,Kristen Hastings,Corporate,United States,Los Angeles,California,90032.0,West,TEC-PH-10001809,Technology,Phones,Panasonic KX T7736-B Digital phone,119.96
7090,Standard Class,CC-12685,Craig Carroll,Consumer,United States,Henderson,Kentucky,42420.0,South,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,106.32
7091,Standard Class,CC-12685,Craig Carroll,Consumer,United States,Henderson,Kentucky,42420.0,South,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,163.44
7092,Standard Class,CC-12685,Craig Carroll,Consumer,United States,Henderson,Kentucky,42420.0,South,OFF-AR-10004691,Office Supplies,Art,Boston 1730 StandUp Electric Pencil Sharpener,42.76
7093,Standard Class,CC-12685,Craig Carroll,Consumer,United States,Henderson,Kentucky,42420.0,South,OFF-PA-10004996,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",51.55
7094,Second Class,JF-15565,Jill Fjeld,Consumer,United States,Decatur,Illinois,62521.0,Central,TEC-AC-10001908,Technology,Accessories,Logitech Wireless Headset h800,479.952
7095,First Class,RP-19390,Resi Pölking,Consumer,United States,New York City,New York,10009.0,East,OFF-BI-10000666,Office Supplies,Binders,Surelock Post Binders,146.688
7096,First Class,RP-19390,Resi Pölking,Consumer,United States,New York City,New York,10009.0,East,OFF-BI-10004318,Office Supplies,Binders,Ibico EB-19 Dual Function Manual Binding System,276.784
7097,First Class,RP-19390,Resi Pölking,Consumer,United States,New York City,New York,10009.0,East,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",25.32
7098,Standard Class,CD-11980,Carol Darley,Consumer,United States,New York City,New York,10011.0,East,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,318.96
7099,Second Class,DF-13135,David Flashing,Consumer,United States,New York City,New York,10009.0,East,OFF-PA-10003302,Office Supplies,Paper,Xerox 1906,212.64
7100,Standard Class,SM-20005,Sally Matthias,Consumer,United States,Scottsdale,Arizona,85254.0,West,OFF-EN-10002621,Office Supplies,Envelopes,Staple envelope,23.472
7101,Second Class,SG-20890,Susan Gilcrest,Corporate,United States,Amarillo,Texas,79109.0,Central,OFF-PA-10000249,Office Supplies,Paper,Easy-staple paper,19.648
7102,First Class,LH-16750,Larry Hughes,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10000050,Office Supplies,Binders,"Angle-D Binders with Locking Rings, Label Holders",6.57
7103,Standard Class,EJ-14155,Eva Jacobs,Consumer,United States,Santa Ana,California,92704.0,West,OFF-ST-10003805,Office Supplies,Storage,"24 Capacity Maxi Data Binder Racks, Pearl",421.1
7104,Second Class,KH-16330,Katharine Harms,Corporate,United States,Newark,Ohio,43055.0,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,760.116
7105,Second Class,KH-16330,Katharine Harms,Corporate,United States,Newark,Ohio,43055.0,East,FUR-FU-10004909,Furniture,Furnishings,Contemporary Wood/Metal Frame,38.784
7106,Second Class,KH-16330,Katharine Harms,Corporate,United States,Newark,Ohio,43055.0,East,TEC-AC-10001553,Technology,Accessories,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",122.328
7107,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,10035.0,East,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,25.98
7108,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,10035.0,East,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,3.28
7109,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,10035.0,East,OFF-ST-10000991,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,459.88
7110,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,10035.0,East,OFF-SU-10002522,Office Supplies,Supplies,Acme Kleen Earth Office Shears,7.76
7111,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,10035.0,East,OFF-AR-10004022,Office Supplies,Art,Panasonic KP-380BK Classic Electric Pencil Sharpener,71.96
7112,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,10035.0,East,OFF-SU-10001218,Office Supplies,Supplies,Fiskars Softgrip Scissors,54.9
7113,Standard Class,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,10035.0,East,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",9.28
7114,First Class,LW-16990,Lindsay Williams,Corporate,United States,Henderson,Nevada,89015.0,West,FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,1685.88
7115,First Class,LW-16990,Lindsay Williams,Corporate,United States,Henderson,Nevada,89015.0,West,OFF-BI-10001890,Office Supplies,Binders,Avery Poly Binder Pockets,5.728
7116,Second Class,IG-15085,Ivan Gibson,Consumer,United States,Seattle,Washington,98103.0,West,OFF-PA-10000167,Office Supplies,Paper,Xerox 1925,61.96
7117,Second Class,IG-15085,Ivan Gibson,Consumer,United States,Seattle,Washington,98103.0,West,OFF-BI-10003784,Office Supplies,Binders,Computer Printout Index Tabs,1.344
7118,Standard Class,JP-15460,Jennifer Patt,Corporate,United States,New York City,New York,10009.0,East,OFF-PA-10001184,Office Supplies,Paper,Xerox 1903,17.94
7119,Standard Class,GG-14650,Greg Guthrie,Corporate,United States,Seattle,Washington,98103.0,West,OFF-BI-10002103,Office Supplies,Binders,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",13.904
7120,Standard Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Smyrna,Tennessee,37167.0,South,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,67.194
7121,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Seattle,Washington,98105.0,West,OFF-PA-10001593,Office Supplies,Paper,Xerox 1947,41.86
7122,Standard Class,SO-20335,Sean O'Donnell,Consumer,United States,Seattle,Washington,98105.0,West,FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",141.96
7123,Standard Class,MF-18250,Monica Federle,Corporate,United States,New York City,New York,10035.0,East,FUR-FU-10000320,Furniture,Furnishings,OIC Stacking Trays,10.02
7124,Standard Class,MF-18250,Monica Federle,Corporate,United States,New York City,New York,10035.0,East,OFF-PA-10001815,Office Supplies,Paper,Xerox 1885,144.12
7125,Second Class,JG-15160,James Galang,Consumer,United States,Atlanta,Georgia,30318.0,South,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,17.94
7126,Second Class,JG-15160,James Galang,Consumer,United States,Atlanta,Georgia,30318.0,South,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",13.89
7127,Standard Class,JM-16195,Justin MacKendrick,Consumer,United States,Newark,Delaware,19711.0,East,OFF-PA-10001609,Office Supplies,Paper,Tops Wirebound Message Log Books,16.45
7128,Standard Class,JM-16195,Justin MacKendrick,Consumer,United States,Newark,Delaware,19711.0,East,FUR-FU-10000550,Furniture,Furnishings,Stacking Trays by OIC,19.92
7129,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Nashville,Tennessee,37211.0,South,TEC-AC-10004209,Technology,Accessories,Memorex Froggy Flash Drive 4 GB,35.168
7130,Standard Class,PK-19075,Pete Kriz,Consumer,United States,Nashville,Tennessee,37211.0,South,OFF-PA-10003022,Office Supplies,Paper,Standard Line “While You Were Out” Hardbound Telephone Message Book,123.088
7131,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Richmond,Indiana,47374.0,Central,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,257.94
7132,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Richmond,Indiana,47374.0,Central,TEC-PH-10002624,Technology,Phones,Samsung Galaxy S4 Mini,1879.96
7133,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Richmond,Indiana,47374.0,Central,FUR-FU-10001473,Furniture,Furnishings,DAX Wood Document Frame,27.46
7134,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Richmond,Indiana,47374.0,Central,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,89.98
7135,Standard Class,TT-21460,Tonja Turnell,Home Office,United States,Richmond,Indiana,47374.0,Central,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,828.6
7136,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Miami,Florida,33180.0,South,OFF-BI-10004728,Office Supplies,Binders,Wilson Jones Turn Tabs Binder Tool for Ring Binders,7.23
7137,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Miami,Florida,33180.0,South,OFF-ST-10000918,Office Supplies,Storage,Crate-A-Files,17.44
7138,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Miami,Florida,33180.0,South,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,62.88
7139,Standard Class,SS-20875,Sung Shariari,Consumer,United States,Miami,Florida,33180.0,South,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,290.352
7140,Same Day,TG-21640,Trudy Glocke,Consumer,United States,Saint Charles,Missouri,63301.0,Central,TEC-AC-10002473,Technology,Accessories,Maxell 4.7GB DVD-R,113.52
7141,Same Day,TG-21640,Trudy Glocke,Consumer,United States,Saint Charles,Missouri,63301.0,Central,FUR-FU-10003623,Furniture,Furnishings,"DataProducts Ampli Magnifier Task Lamp, Black,",135.3
7142,Standard Class,HP-14815,Harold Pawlan,Home Office,United States,Virginia Beach,Virginia,23464.0,South,FUR-FU-10002045,Furniture,Furnishings,"Executive Impressions 14""",111.15
7143,Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Philadelphia,Pennsylvania,19140.0,East,TEC-PH-10002555,Technology,Phones,Nortel Meridian M5316 Digital phone,776.85
7144,Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10002794,Office Supplies,Binders,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",12.294
7145,Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Philadelphia,Pennsylvania,19140.0,East,FUR-TA-10004086,Furniture,Tables,KI Adjustable-Height Table,154.764
7146,Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-ST-10004946,Office Supplies,Storage,Desktop 3-Pocket Hot File,43.28
7147,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Long Beach,New York,11561.0,East,OFF-PA-10000241,Office Supplies,Paper,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",92.94
7148,Standard Class,CB-12415,Christy Brittain,Consumer,United States,Long Beach,New York,11561.0,East,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,52.56
7149,Standard Class,VD-21670,Valerie Dominguez,Consumer,United States,Houston,Texas,77070.0,Central,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,971.88
7150,Standard Class,SR-20425,Sharelle Roach,Home Office,United States,Tuscaloosa,Alabama,35401.0,South,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",141.96
7151,Second Class,AG-10330,Alex Grayson,Consumer,United States,Mesa,Arizona,85204.0,West,FUR-TA-10003008,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",182.55
7152,Standard Class,BP-11095,Bart Pistole,Corporate,United States,Jacksonville,North Carolina,28540.0,South,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88.768
7153,Standard Class,JW-16075,Julia West,Consumer,United States,Chicago,Illinois,60610.0,Central,OFF-AP-10004980,Office Supplies,Appliances,3M Replacement Filter for Office Air Cleaner for 20' x 33' Room,53.088
7154,Second Class,LH-16900,Lena Hernandez,Consumer,United States,Columbus,Georgia,31907.0,South,FUR-FU-10000747,Furniture,Furnishings,Tenex B1-RE Series Chair Mats for Low Pile Carpets,275.88
7155,Second Class,LH-16900,Lena Hernandez,Consumer,United States,Columbus,Georgia,31907.0,South,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,157.9
7156,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Orange,New Jersey,7050.0,East,OFF-LA-10004055,Office Supplies,Labels,Color-Coded Legal Exhibit Labels,4.91
7157,Second Class,CC-12220,Chris Cortes,Consumer,United States,Los Angeles,California,90032.0,West,OFF-ST-10002485,Office Supplies,Storage,Rogers Deluxe File Chest,87.92
7158,Second Class,CC-12220,Chris Cortes,Consumer,United States,Los Angeles,California,90032.0,West,OFF-PA-10001243,Office Supplies,Paper,Xerox 1983,5.98
7159,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Chicago,Illinois,60623.0,Central,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IP Telephone,222.384
7160,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Chicago,Illinois,60623.0,Central,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,16.0
7161,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Richmond,Virginia,23223.0,South,OFF-PA-10004734,Office Supplies,Paper,Southworth Structures Collection,21.84
7162,Standard Class,MS-17770,Maxwell Schwartz,Consumer,United States,Richmond,Virginia,23223.0,South,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,15.6
7163,Second Class,AH-10030,Aaron Hawkins,Corporate,United States,Troy,New York,12180.0,East,OFF-EN-10004773,Office Supplies,Envelopes,Staple envelope,247.84
7164,Second Class,AH-10030,Aaron Hawkins,Corporate,United States,Troy,New York,12180.0,East,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",9.912
7165,First Class,CK-12595,Clytie Kelty,Consumer,United States,Providence,Rhode Island,2908.0,East,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,69.52
7166,Second Class,NP-18325,Naresj Patel,Consumer,United States,San Francisco,California,94122.0,West,OFF-AR-10003190,Office Supplies,Art,Newell 32,11.52
7167,Second Class,NP-18325,Naresj Patel,Consumer,United States,San Francisco,California,94122.0,West,FUR-CH-10000155,Furniture,Chairs,Global Comet Stacking Armless Chair,717.72
7168,Second Class,NP-18325,Naresj Patel,Consumer,United States,San Francisco,California,94122.0,West,OFF-ST-10003058,Office Supplies,Storage,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,236.5
7169,Second Class,NP-18325,Naresj Patel,Consumer,United States,San Francisco,California,94122.0,West,FUR-TA-10004767,Furniture,Tables,Safco Drafting Table,170.352
7170,Standard Class,GM-14440,Gary McGarr,Consumer,United States,New York City,New York,10009.0,East,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,145.764
7171,Second Class,SG-20605,Speros Goranitis,Consumer,United States,San Francisco,California,94109.0,West,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,107.97
7172,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Houston,Texas,77070.0,Central,TEC-AC-10000158,Technology,Accessories,Sony 64GB Class 10 Micro SDHC R40 Memory Card,143.96
7173,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Houston,Texas,77070.0,Central,TEC-CO-10002313,Technology,Copiers,Canon PC1080F Personal Copier,2399.96
7174,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Houston,Texas,77070.0,Central,OFF-PA-10002581,Office Supplies,Paper,Xerox 1951,74.352
7175,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Houston,Texas,77070.0,Central,OFF-AP-10001205,Office Supplies,Appliances,Belkin 5 Outlet SurgeMaster Power Centers,87.168
7176,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Houston,Texas,77070.0,Central,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",32.232
7177,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10002897,Office Supplies,Binders,"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",2.202
7178,Standard Class,MY-18295,Muhammed Yedwab,Corporate,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",9.396
7179,Standard Class,RC-19960,Ryan Crowe,Consumer,United States,Baltimore,Maryland,21215.0,East,TEC-PH-10001644,Technology,Phones,"BlueLounge Milo Smartphone Stand, White/Metallic",89.97
7180,First Class,JO-15145,Jack O'Briant,Corporate,United States,Athens,Georgia,30605.0,South,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",12.78
7181,Second Class,MW-18220,Mitch Webber,Consumer,United States,Lancaster,Ohio,43130.0,East,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,40.0
7182,Standard Class,NZ-18565,Nick Zandusky,Home Office,United States,Los Angeles,California,90032.0,West,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,23.24
7183,First Class,JM-15250,Janet Martin,Consumer,United States,Baltimore,Maryland,21215.0,East,FUR-CH-10004218,Furniture,Chairs,"Global Fabric Manager's Chair, Dark Gray",908.82
7184,Standard Class,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77095.0,Central,OFF-SU-10000432,Office Supplies,Supplies,Acco Side-Punched Conventional Columnar Pads,5.552
7185,Standard Class,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77095.0,Central,OFF-AR-10003183,Office Supplies,Art,Avery Fluorescent Highlighter Four-Color Set,8.016
7186,Standard Class,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77095.0,Central,FUR-CH-10002017,Furniture,Chairs,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,74.592
7187,Standard Class,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77095.0,Central,FUR-FU-10003247,Furniture,Furnishings,36X48 HARDFLOOR CHAIRMAT,16.784
7188,Standard Class,ED-13885,Emily Ducich,Home Office,United States,Houston,Texas,77095.0,Central,OFF-AP-10001563,Office Supplies,Appliances,Belkin Premiere Surge Master II 8-outlet surge protector,38.864
7189,First Class,DW-13480,Dianna Wilson,Home Office,United States,San Diego,California,92024.0,West,TEC-PH-10004908,Technology,Phones,Panasonic KX TS3282W Corded phone,203.976
7190,First Class,DW-13480,Dianna Wilson,Home Office,United States,San Diego,California,92024.0,West,FUR-TA-10003392,Furniture,Tables,Global Adaptabilities Conference Tables,674.352
7191,Second Class,JK-15205,Jamie Kunitz,Consumer,United States,Hialeah,Florida,33012.0,South,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,5.388
7192,Second Class,JK-15205,Jamie Kunitz,Consumer,United States,Hialeah,Florida,33012.0,South,OFF-AR-10003631,Office Supplies,Art,Staples in misc. colors,30.976
7193,First Class,JS-15880,John Stevenson,Consumer,United States,Atlanta,Georgia,30318.0,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,1350.12
7194,First Class,JS-15880,John Stevenson,Consumer,United States,Atlanta,Georgia,30318.0,South,OFF-BI-10003274,Office Supplies,Binders,"Avery Durable Slant Ring Binders, No Labels",15.92
7195,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,Seattle,Washington,98103.0,West,FUR-FU-10004848,Furniture,Furnishings,DAX Solid Wood Frames,19.54
7196,Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,90036.0,West,OFF-AR-10003504,Office Supplies,Art,Newell 347,21.4
7197,Standard Class,MH-17290,Marc Harrigan,Home Office,United States,Los Angeles,California,90036.0,West,OFF-LA-10000305,Office Supplies,Labels,Avery 495,12.6
7198,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,New York City,New York,10035.0,East,OFF-AR-10001427,Office Supplies,Art,Newell 330,11.96
7199,Standard Class,PO-19180,Philisse Overcash,Home Office,United States,New York City,New York,10035.0,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,138.0
7200,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Fort Lauderdale,Florida,33311.0,South,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,116.76
7201,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Fort Lauderdale,Florida,33311.0,South,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,331.023
7202,Same Day,VB-21745,Victoria Brennan,Corporate,United States,Rochester,New York,14609.0,East,FUR-FU-10003806,Furniture,Furnishings,"Tenex Chairmat w/ Average Lip, 45"" x 53""",756.8
7203,Standard Class,MG-17890,Michael Granlund,Home Office,United States,Saint Charles,Illinois,60174.0,Central,FUR-FU-10002111,Furniture,Furnishings,"Master Caster Door Stop, Large Brown",8.736
7204,Standard Class,BO-11425,Bobby Odegard,Consumer,United States,New York City,New York,10024.0,East,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,6.08
7205,Standard Class,CM-12115,Chad McGuire,Consumer,United States,San Francisco,California,94109.0,West,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,17.46
7206,Standard Class,CM-12115,Chad McGuire,Consumer,United States,San Francisco,California,94109.0,West,TEC-MA-10002930,Technology,Machines,Ricoh - Ink Collector Unit for GX3000 Series Printers,369.16
7207,First Class,LC-16930,Linda Cazamias,Corporate,United States,Phoenix,Arizona,85023.0,West,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",2.912
7208,First Class,LC-16930,Linda Cazamias,Corporate,United States,Phoenix,Arizona,85023.0,West,OFF-PA-10001837,Office Supplies,Paper,Xerox 1976,20.736
7209,First Class,LC-16930,Linda Cazamias,Corporate,United States,Phoenix,Arizona,85023.0,West,OFF-PA-10001667,Office Supplies,Paper,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),9.568
7210,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98115.0,West,OFF-PA-10000246,Office Supplies,Paper,Riverleaf Stik-Withit Designer Note Cubes,30.18
7211,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98115.0,West,OFF-BI-10001078,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",51.648
7212,Standard Class,EH-13765,Edward Hooks,Corporate,United States,Seattle,Washington,98115.0,West,OFF-BI-10000138,Office Supplies,Binders,Acco Translucent Poly Ring Binders,11.232
7213,Standard Class,MC-17275,Marc Crier,Consumer,United States,Camarillo,California,93010.0,West,OFF-LA-10002034,Office Supplies,Labels,Avery 478,14.73
7214,Second Class,HW-14935,Helen Wasserman,Corporate,United States,Detroit,Michigan,48205.0,Central,OFF-AR-10000127,Office Supplies,Art,Newell 321,16.4
7215,Second Class,HW-14935,Helen Wasserman,Corporate,United States,Detroit,Michigan,48205.0,Central,OFF-PA-10003172,Office Supplies,Paper,Xerox 1996,25.92
7216,First Class,LC-16870,Lena Cacioppo,Consumer,United States,San Francisco,California,94109.0,West,OFF-AR-10001246,Office Supplies,Art,Newell 317,8.82
7217,First Class,LC-16870,Lena Cacioppo,Consumer,United States,San Francisco,California,94109.0,West,OFF-BI-10002026,Office Supplies,Binders,Ibico Recycled Linen-Style Covers,62.496
7218,First Class,LC-16870,Lena Cacioppo,Consumer,United States,San Francisco,California,94109.0,West,TEC-AC-10000844,Technology,Accessories,Logitech Gaming G510s - Keyboard,339.96
7219,First Class,LC-16870,Lena Cacioppo,Consumer,United States,San Francisco,California,94109.0,West,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,49.568
7220,Standard Class,BP-11290,Beth Paige,Consumer,United States,Philadelphia,Pennsylvania,19140.0,East,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,274.491
7221,Standard Class,TG-21310,Toby Gnade,Consumer,United States,New York City,New York,10035.0,East,TEC-PH-10000193,Technology,Phones,Jensen SMPS-640 - speaker phone,137.94
7222,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Chicago,Illinois,60623.0,Central,TEC-AC-10003441,Technology,Accessories,Kingston Digital DataTraveler 32GB USB 2.0,40.68
7223,Standard Class,RB-19360,Raymond Buch,Consumer,United States,San Francisco,California,94122.0,West,TEC-PH-10004093,Technology,Phones,Panasonic Kx-TS550,110.376
7224,Standard Class,RB-19360,Raymond Buch,Consumer,United States,San Francisco,California,94122.0,West,OFF-AP-10002998,Office Supplies,Appliances,Holmes 99% HEPA Air Purifier,151.62
7225,Standard Class,RB-19360,Raymond Buch,Consumer,United States,San Francisco,California,94122.0,West,FUR-FU-10000073,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,30.8
7226,Standard Class,ES-14080,Erin Smith,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,OFF-PA-10001125,Office Supplies,Paper,Xerox 1988,123.92
7227,Standard Class,ES-14080,Erin Smith,Corporate,United States,Philadelphia,Pennsylvania,19134.0,East,TEC-AC-10003033,Technology,Accessories,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,1319.8
7228,First Class,RD-19720,Roger Demir,Consumer,United States,San Francisco,California,94122.0,West,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,89.712
7229,First Class,RD-19720,Roger Demir,Consumer,United States,San Francisco,California,94122.0,West,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",22.83
7230,First Class,SC-20380,Shahid Collister,Consumer,United States,Fairfield,Connecticut,6824.0,East,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,30.88
